_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence_summary,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence_summary,_activity,_activity:confidence,_activity:confidence_summary,_scenario,_scenario:confidence,_scenario:confidence_summary,what_is_the_main_scenario_portrayed_in_the_image,what_is_the_main_scenario_portrayed_in_the_image:confidence,what_is_the_main_scenario_portrayed_in_the_image:confidence_summary,which_activities_are_the_people_involved_in,which_activities_are_the_people_involved_in:confidence,which_activities_are_the_people_involved_in:confidence_summary,which_of_the_following_emotions_are_the_people_expressing,which_of_the_following_emotions_are_the_people_expressing:confidence,which_of_the_following_emotions_are_the_people_expressing:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_the_people_an_important_part_of_the_image,are_the_people_an_important_part_of_the_image_gold,are_the_people_an_important_part_of_the_image_gold_reason,are_the_people_an_important_part_of_the_imageconfidence,are_the_people_interacting_with_each_,are_the_people_interacting_with_each__gold,are_the_people_interacting_with_each__gold_reason,are_the_people_interacting_with_each_confidence,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_access_gold_reason,cant_accessconfidence,code,do_either_of_the_following_labels_apply_to_the_people_in_the_image,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold_reason,do_either_of_the_following_labels_apply_to_the_people_in_the_imageconfidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend_gold,how_many_people_are_in_the_image,how_many_people_are_in_the_image_gold,how_many_people_are_in_the_image_gold_reason,how_many_people_are_in_the_imageconfidence,image_url,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend_gold,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,_activity_gold,_scenario_gold,system_identifier,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_gender_of_the_people_in_the_image,what_is_the_gender_of_the_people_in_the_image_gold,what_is_the_gender_of_the_people_in_the_image_gold_reason,what_is_the_gender_of_the_people_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_image_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold_reason,what_is_the_photo_type_of_the_image__choose_all_that_applyconfidence,what_physical_position_are_the_people_in,what_physical_position_are_the_people_in_gold,what_physical_position_are_the_people_in_gold_reason,what_physical_position_are_the_people_inconfidence,which_activities_are_the_people_involved_in_gold,which_of_the_following_emotions_are_the_people_expressing_gold,Keywords
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/d/1/d/TRU1441694.jpg,,,FALSE,3/10/17 22:55,3,1177859287,finalized,,,TRU1441694,Mid Adult,,,0.6995,White or Caucasian,,,0.6995,Male,,,1,,Full body shot,,,0.3627,Standing,,,0.6995,,,beauty|fashion||||Standing

1191981676,FALSE,finalized,3,3/30/17 15:12,beauty,0.6773,"""beauty"": 0.677
"""": 0.323
",fashion,0.6773,"""fashion"": 0.677
"""": 0.323
",,0,,,,,,0.6773,""""": 0.677
""getting_ready"": 0.342
""work"": 0.323
",,0.6773,""""": 0.677
""dancing"": 0.342
""writing"": 0.342
"""": 0.323
",,0.6773,"""neutral"": 0.658
"""": 0.677
"""": 0.336
""excitement"": 0.342
",FALSE,3/22/17 16:44,3,1178717965,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/a/b/c/TRU1441696.jpg,,,FALSE,3/10/17 22:52,3,1177859289,finalized,,,TRU1441696,Young Adult,,,0.6528,White or Caucasian,,,0.6827,Male,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981677,FALSE,finalized,3,3/30/17 15:41,beauty,0.6766,"""beauty"": 0.677
"""": 0.323
",fashion,0.6766,"""fashion"": 0.677
"""": 0.323
",,0,,,,,,0.6586,""""": 0.659
""fashion"": 0.341
",,1,""""": 1.0
"""": 0.341
",,0.6586,""""": 0.659
""neutral"": 0.341
",FALSE,3/22/17 17:04,3,1178717966,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/9/9/4/TRU1441697.jpg,,,FALSE,3/10/17 23:04,3,1177859290,finalized,,,TRU1441697,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981678,FALSE,finalized,3,3/30/17 15:22,beauty,0.6698,"""beauty"": 0.67
"""": 0.33
",fashion,0.6698,"""fashion"": 0.67
"""": 0.33
",,,,,,,,0.6737,""""": 0.674
""travel"": 0.326
",,0.6737,""""": 0.674
""walking"": 0.326
",,1,""""": 1.0
",FALSE,3/22/17 17:07,3,1178717967,finalized,Yes,,,1,Yes,,,1,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6786,"""semi identifiable"": 0.679
""identifiable"": 0.321
",,,,1,,Group,,,0.6796,,3 people or more,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/d/2/1/TRU1441698.jpg,,,FALSE,3/10/17 22:53,3,1177859291,finalized,,,TRU1441698,Young Adult,,,1,White or Caucasian,,,0.6796,Male,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981699,FALSE,finalized,3,3/30/17 15:36,beauty,0.7007,""""": 0.299
""beauty"": 0.701
",fashion,0.7007,""""": 0.299
""fashion"": 0.701
",,,,,,,,0.7007,"""work"": 0.299
""fashion"": 0.344
"""": 0.701
",,0.7007,"""relaxing"": 0.299
"""": 0.701
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:14,3,1178717992,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/1/c/8/TRU1441737.jpg,,,FALSE,3/10/17 22:59,3,1177859321,finalized,,,TRU1441737,Mid Adult,,,0.687,White or Caucasian,,,0.687,Male,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981704,FALSE,finalized,3,3/30/17 15:49,beauty,0.679,"""beauty"": 0.679
"""": 0.321
",fashion,0.679,"""fashion"": 0.679
"""": 0.321
",,,,,,,,1,""""": 1.0
",,0.6753,""""": 0.675
""walking"": 0.325
",,0.6458,""""": 0.354
"""": 0.646
",FALSE,3/22/17 17:24,3,1178717997,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6667,"""semi identifiable"": 0.667
""identifiable"": 0.333
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/4/5/0/TRU1441748.jpg,,,FALSE,3/10/17 22:44,3,1177859330,finalized,,,TRU1441748,Young Adult,,,0.6829,White or Caucasian,,,0.6829,Female,,,1,,Full body shot,,,0.6829,Walking,,,0.6829,,,beauty|fashion||||Walking

1191981741,FALSE,finalized,3,3/30/17 15:16,beauty,0.6732,""""": 0.327
""beauty"": 0.673
",fashion,0.6732,""""": 0.327
""fashion"": 0.673
",,,,,,,,0.6604,""""": 0.66
""fashion"": 0.34
",,0.6604,""""": 0.66
""hugging"": 0.34
",,0.6604,""""": 0.66
""neutral"": 0.34
",FALSE,3/22/17 17:18,3,1178718040,finalized,Yes,,,1,Yes,,,1,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/8/0/e/TRU1441849.jpg,,,FALSE,3/10/17 22:54,3,1177859388,finalized,,,TRU1441849,Young Adult,,,1,White or Caucasian,,,0.697,Male,,,1,,Half length shot,,,0.697,,,,1,,,beauty|fashion||||

1191981747,FALSE,finalized,3,3/30/17 15:27,beauty,0.6778,"""beauty"": 0.678
"""": 0.322
",fashion,0.6733,"""fashion"": 0.673
"""": 0.327
",,,,,,,,0.6778,""""": 0.678
""fashion"": 0.322
",,1,""""": 1.0
",neutral,0.6733,"""neutral"": 0.673
""confusion"": 0.327
",FALSE,3/22/17 17:17,3,1178718047,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6552,"""identifiable"": 0.655
""semi identifiable"": 0.345
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/1/6/8/TRU1441861.jpg,,,FALSE,3/10/17 22:59,3,1177859400,finalized,,,TRU1441861,Teen,,,0.6829,White or Caucasian,,,1,Male,,,1,,Head and shoulders,,,1,,,,1,,,beauty|fashion||||

1191981866,FALSE,finalized,3,3/30/17 15:14,beauty,0.3397,""""": 0.331
"""": 0.33
""beauty"": 0.34
",fashion,0.3397,""""": 0.331
"""": 0.33
""fashion"": 0.34
",,,,,,,,0.6603,""""": 0.66
""fashion"": 0.34
",,1,""""": 1.0
",neutral,0.3397,""""": 0.331
""happiness"": 0.33
""neutral"": 0.34
",FALSE,3/22/17 16:51,3,1178718057,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6897,"""identifiable"": 0.69
""semi identifiable"": 0.31
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/b/f/5/TRU1441877.jpg,,,FALSE,3/10/17 23:02,3,1177859413,finalized,,,TRU1441877,Mature Adult,,,0.6937,White or Caucasian,,,1,Male,,,1,,Full body shot,,,1,Standing,,,0.6937,,,beauty|fashion||||Standing

1191981906,FALSE,finalized,3,3/30/17 15:33,beauty,0.6638,""""": 0.336
""beauty"": 0.664
",fashion,0.6638,""""": 0.336
""fashion"": 0.664
",,,,,,,,0.7031,""""": 0.703
""work"": 0.367
""spiritual"": 0.367
""fashion"": 0.297
",,1,""""": 1.0
""laughing"": 0.367
""writing"": 0.367
",,0.7031,""""": 0.703
""excitement"": 0.367
""neutral"": 0.297
",FALSE,3/22/17 16:47,3,1178718103,finalized,Yes,,,1,Yes,,,1,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.3379,"""unidentifiable"": 0.329
""semi identifiable"": 0.338
""identifiable"": 0.333
",,,,1,,Group,,,0.6875,,3 people or more,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/0/6/0/TRU1441974.jpg,,,FALSE,3/10/17 23:00,3,1177859476,finalized,,,TRU1441974,Young Adult,,,1,White or Caucasian,,,0.6875,Male,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981929,FALSE,finalized,3,3/30/17 15:04,beauty,0.6873,""""": 0.313
""beauty"": 0.687
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.6671,""""": 0.667
""fashion"": 0.333
",,0.6456,""""": 0.646
"""": 0.354
",neutral,0.6671,"""neutral"": 0.667
""sadness"": 0.333
""confusion"": 0.333
",FALSE,3/22/17 17:19,3,1178718130,finalized,Yes,,,0.6857,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/e/c/7/e/TRU1442043.jpg,,,FALSE,3/10/17 22:57,3,1177859513,finalized,,,TRU1442043,Mid Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191982115,FALSE,finalized,3,3/30/17 15:20,beauty,0.6724,"""beauty"": 0.672
"""": 0.328
",fashion,0.6724,"""fashion"": 0.672
"""": 0.328
",,,,,,,,0.6724,""""": 0.672
""social"": 0.655
",,0.6724,""""": 0.672
""talking"": 0.328
""laughing"": 0.328
",,0.6724,"""neutral"": 0.345
"""": 0.672
"""": 0.345
""happiness"": 0.328
""laughter"": 0.328
",FALSE,3/22/17 17:29,3,1178718203,finalized,Yes,,,0.6849,Yes,,,0.3545,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6634,"""semi identifiable"": 0.337
""identifiable"": 0.663
",,,,0.6849,,Group,,,0.4691,,3 people or more,,,0.6849,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/0/d/a/TRU1442222.jpg,,,FALSE,3/10/17 22:42,3,1177859607,finalized,,,TRU1442222,Young Adult,,,0.3545,White or Caucasian,,,0.6849,Male,,,0.6849,,Full body shot,,,0.6849,Standing,,,0.6849,,,beauty|fashion||||Standing

1191982118,FALSE,finalized,3,3/30/17 15:43,beauty,0.3412,""""": 0.33
"""": 0.329
""beauty"": 0.341
",fashion,0.6702,""""": 0.33
""fashion"": 0.67
",,,,,,,,1,""""": 1.0
""fashion"": 0.341
",,0.671,""""": 0.671
""writing"": 0.67
",,0.671,""""": 0.671
""neutral"": 0.67
",FALSE,3/22/17 17:19,3,1178718206,finalized,Yes,,,0.659,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.673,"""identifiable"": 0.673
""semi identifiable"": 0.327
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/e/8/6/TRU1442230.jpg,,,FALSE,3/10/17 22:50,3,1177859611,finalized,,,TRU1442230,Middle-aged,,,0.6821,White or Caucasian,,,1,Male,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191982143,FALSE,finalized,3,3/30/17 15:16,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.6667,""""": 0.667
""fashion"": 0.333
",,0.6667,""""": 0.667
"""": 0.333
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:03,3,1178718235,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/7/7/8/TRU1443804.jpg,,,FALSE,3/10/17 22:56,3,1177859662,finalized,,,TRU1443804,Teen,,,0.7011,White or Caucasian,,,0.7011,Female,,,1,,Full body shot,,,0.7011,Sitting,,,1,,,beauty|fashion||||Sitting

1191982149,FALSE,finalized,3,3/30/17 16:06,beauty,0.6538,""""": 0.346
""beauty"": 0.654
",fashion,0.6538,"""fashion"": 0.654
"""": 0.346
",,,,,,,,0.6923,""""": 0.692
""fashion"": 0.346
""work"": 0.654
",,0.6923,""""": 0.692
""laughing"": 0.346
""reading"": 0.308
",happiness,1,"""happiness"": 1.0
"""": 0.346
",FALSE,3/22/17 17:12,3,1178718241,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/5/8/8/TRU1443844.jpg,,,FALSE,3/10/17 22:58,3,1177859671,finalized,,,TRU1443844,Mid Adult,,,0.6839,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191982161,FALSE,finalized,3,3/30/17 15:53,beauty,0.6642,""""": 0.336
""beauty"": 0.664
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6812,""""": 0.681
""fashion"": 0.319
",walking,1,"""walking"": 1.0
",neutral,0.6642,""""": 0.336
""neutral"": 0.664
",FALSE,3/22/17 16:44,3,1178718252,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/5/9/f/TRU1443877.jpg,,,FALSE,3/10/17 22:55,3,1177859684,finalized,,,TRU1443877,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion|||walking|Standing

1191982164,FALSE,finalized,3,3/30/17 15:28,beauty,1,"""beauty"": 1.0
",fashion,0.6531,"""fashion"": 0.653
"""": 0.347
",,0,,,,,,0.6841,"""fashion"": 0.316
"""": 0.684
",walking,0.6531,"""walking"": 0.653
"""": 0.347
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:09,3,1178718256,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/d/9/4/TRU1443884.jpg,,,FALSE,3/10/17 22:57,3,1177859689,finalized,,,TRU1443884,Young Adult,,,0.6763,East Asian,,,0.6519,Female,,,1,,Head and shoulders,,,0.6519,Standing,,,1,,,beauty|fashion|||walking|Standing

1191982165,FALSE,finalized,3,3/30/17 15:23,beauty,0.3425,""""": 0.342
"""": 0.316
""beauty"": 0.343
",fashion,0.3425,""""": 0.342
"""": 0.316
""fashion"": 0.343
",,,,,,,,1,""""": 1.0
",,0.6575,""""": 0.657
""walking"": 0.343
",neutral,0.6843,"""neutral"": 0.684
""sadness"": 0.316
",FALSE,3/22/17 17:11,3,1178718257,finalized,Yes,,,1,Maybe / ,,,0.6791,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/0/c/1/TRU1443888.jpg,,,FALSE,3/10/17 22:49,3,1177859690,finalized,,,TRU1443888,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Head and shoulders,,,0.6551,Standing,,,1,,,beauty|fashion||||Standing

1191982166,FALSE,finalized,3,3/30/17 15:37,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",kneeling,0.355,"""kneeling"": 0.355
",,,,,0.7018,""""": 0.702
""fashion"": 0.298
",,0.355,""""": 0.347
""relaxing"": 0.298
"""": 0.355
",neutral,0.645,"""neutral"": 0.645
"""": 0.347
"""": 0.347
""excitement"": 0.355
",FALSE,3/22/17 16:53,3,1178718258,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/a/f/1/TRU1444170.jpg,,,FALSE,3/10/17 22:55,3,1177859706,finalized,,,TRU1444170,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Kneeling,,,0.6746,,,beauty|fashion|kneeling|||Kneeling

1191982167,FALSE,finalized,3,3/30/17 15:43,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6742,""""": 0.674
""fashion"": 0.326
",listening_to_music,0.6742,"""listening_to_music"": 0.674
""relaxing"": 0.326
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 16:58,3,1178718259,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/b/a/8/TRU1444171.jpg,,,FALSE,3/10/17 22:59,3,1177859707,finalized,,,TRU1444171,Young Adult,,,1,White or Caucasian,,,0.6724,Female,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion|||listening_to_music|Standing

1191982175,FALSE,finalized,3,3/30/17 15:51,beauty,0.3539,""""": 0.324
"""": 0.322
""beauty"": 0.354
",fashion,0.3539,""""": 0.324
"""": 0.322
""fashion"": 0.354
",,,,,,,,0.6461,""""": 0.646
""fashion"": 0.354
",,1,""""": 1.0
",,0.6461,""""": 0.646
""neutral"": 0.354
",FALSE,3/22/17 16:58,3,1178718267,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/c/1/4/TRU1444179.jpg,,,FALSE,3/10/17 22:50,3,1177859715,finalized,,,TRU1444179,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191982176,FALSE,finalized,3,3/30/17 15:46,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6836,"""fashion"": 0.316
"""": 0.684
",relaxing,0.6836,""""": 0.316
""relaxing"": 0.684
",neutral,0.6644,"""neutral"": 0.664
""boredom"": 0.336
",FALSE,3/22/17 17:17,3,1178718268,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6667,"""identifiable"": 0.667
""semi identifiable"": 0.333
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/c/6/e/TRU1444180.jpg,,,FALSE,3/10/17 23:03,3,1177859716,finalized,,,TRU1444180,Mid Adult,,,0.36,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.7,Lying Down,,,1,,,beauty|fashion|||relaxing|Lying Down

1191982178,FALSE,finalized,3,3/30/17 15:32,beauty,1,"""beauty"": 1.0
",fashion,0.656,"""fashion"": 0.656
"""": 0.344
",,,,,,,,0.6818,""""": 0.682
""relaxation"": 0.318
",,0.6818,""""": 0.682
""relaxing"": 0.318
",neutral,0.344,""""": 0.338
""happiness"": 0.318
""neutral"": 0.344
",FALSE,3/22/17 16:35,3,1178718270,finalized,Yes,,,0.3878,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",TRUE,,,0.6122,,,,,,,,,,0,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/e/a/e/TRU1444286.jpg,,,FALSE,3/10/17 22:47,3,1177859724,finalized,,,TRU1444286,Young Adult,,,0.3878,White or Caucasian,,,0.3878,Female,,,0.3878,,Head and shoulders,,,0.3878,,,,0.3878,,,beauty|fashion||||

1191982179,FALSE,finalized,3,3/30/17 14:58,beauty,1,"""beauty"": 1.0
",fashion,0.6645,"""fashion"": 0.665
"""": 0.335
",,,,,,,,0.6645,""""": 0.665
""fashion"": 0.335
",,1,""""": 1.0
",neutral,0.6645,"""neutral"": 0.665
"""": 0.335
",FALSE,3/22/17 17:25,3,1178718271,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6643,"""identifiable"": 0.664
""semi identifiable"": 0.336
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/4/e/3/TRU1444287.jpg,,,FALSE,3/10/17 23:01,3,1177859725,finalized,,,TRU1444287,Middle-aged,,,0.3535,White or Caucasian,,,0.6465,Female,,,1,,Head and shoulders,,,1,,,,0.7071,,,beauty|fashion||||

1191982180,FALSE,finalized,3,3/30/17 15:49,beauty,0.6737,"""beauty"": 0.674
"""": 0.326
",fashion,0.6737,"""fashion"": 0.674
"""": 0.326
",,,,,,,,1,""""": 1.0
",,1,""""": 1.0
",,0.6595,""""": 0.659
""happiness"": 0.341
",FALSE,3/22/17 16:32,3,1178718272,finalized,Yes,,,0.3661,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",TRUE,,,0.6339,,,,,,,,,,0,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/2/c/3/TRU1444288.jpg,,,FALSE,3/10/17 22:40,3,1177859726,finalized,,,TRU1444288,Young Adult,,,0.3661,White or Caucasian,,,0.3661,Female,,,0.3661,,Profile,,,0.3661,,,,0.3661,,,beauty|fashion||||

1191982310,FALSE,finalized,3,3/30/17 14:57,beauty,0.6823,"""beauty"": 0.682
"""": 0.318
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6823,""""": 0.682
""fashion"": 0.318
",,1,""""": 1.0
",,0.662,""""": 0.662
""neutral"": 0.338
",FALSE,3/22/17 17:20,3,1178718290,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/5/3/4/TRU1445413.jpg,,,FALSE,3/10/17 23:04,3,1177859783,finalized,,,TRU1445413,Mid Adult,,,1,White or Caucasian,,,0.6763,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191982312,FALSE,finalized,3,3/30/17 15:32,beauty,0.6665,"""beauty"": 0.667
"""": 0.333
",fashion,0.6665,"""fashion"": 0.667
"""": 0.333
",,,,,,,,0.6765,""""": 0.677
""fashion"": 0.323
""relaxation"": 0.323
""work"": 0.323
",,1,""""": 1.0
""relaxing"": 0.323
",,0.6765,""""": 0.677
""sadness"": 0.323
",FALSE,3/22/17 17:05,3,1178718292,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/4/6/b/TRU1445417.jpg,,,FALSE,3/10/17 23:02,3,1177859785,finalized,,,TRU1445417,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing
